88.0,Dioctyltin dilaurate,Dioctyltin dichloride,3648-18-8
89.0,"dioctyltin dilaurate; stannane, dioctyl-, bis(coco acyloxy) derivs.",dioctyltin dichloride,-
90.0,"Stannane, dioctyl-, bis(coco acyloxy) derivs.",Dioctyltin oxide,91648-39-4
91.0,Bis(2-(2-methoxyethoxy)ethyl)ether,Triethylene glycol,143-24-8
92.0,"Dibutylbis(pentane-2,4-dionato-O,O')tin",Dibutyltin dichloride,22673-19-4
93.0,Butyl 4-hydroxybenzoate,4-Hydroxybenzoic acid,94-26-8
94.0,2-methylimidazole,"glyoxal, formaldehyde, ammonia",693-98-1
95.0,1-vinylimidazole,Imidazole,1072-63-5
96.0,Perfluorobutane sulfonic acid (PFBS) and its salts,Perfluorobutanesulfonyl fluoride,-
97.0,bis(4-t-butylphenyl)iodonium perfluorobutanesulfonate,1-tert-butyl-4-iodobenzene,194999-85-4
98.0,tetrabutyl-phosphonium nonafluoro-butane-1-sulfonate,tetrabutylphosphonium chloride,220689-12-3
99.0,dimethyl(phenyl)sulfanium perfluorobutanesulfonate,thioanisole,220133-51-7
100.0,"1-(4-butoxy-1-naphthalenyl)tetrahydrothiophenium 1,1,2,2,3,3,4,4,4-nonafluoro-1-butanesulfonate",4-butoxy-1-naphthalenecarboxylic acid,-
101.0,Triphenylsulfanium perfluorobutane sulfonate,Triphenylsulfonium chloride,144317-44-2
102.0,"1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulphonic acid",Potassium nonaflate,375-73-5
103.0,magnesium perfluorobutanesulfonate,perfluorobutanesulfonic acid,507453-86-3
104.0,lithium perfluorobutanesulfonate,perfluorobutanesulfonyl fluoride,131651-65-5
105.0,morpholinium perfluorobutanesulfonate,"morpholine, nonafluorobutanesulfonic acid",503155-89-3
106.0,"Potassium 1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulphonate","1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonyl fluoride",29420-49-3
107.0,"Ammonium 1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulphonate","1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonyl fluoride",68259-10-9
108.0,"N,N,N-triethylethanaminium 1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonate",tetraethylammonium hydroxide,25628-08-4
109.0,Diisohexyl phthalate,Isohexanol,71850-09-4
110.0,2-methyl-1-(4-methylthiophenyl)-2-morpholinopropan-1-one,1-(4-methylthiophenyl)-2-bromopropan-1-one,71868-10-5
111.0,2-benzyl-2-dimethylamino-4'-morpholinobutyrophenone,4'-morpholinobutyrophenone,119313-12-1
112.0,"Tris(4-nonylphenyl, branched and linear) phosphite (TNPP)",4-nonylphenol,-
113.0,"Phenol, 4-nonyl-, phosphite (3:1)",Nonylphenol,3050-88-2
114.0,"tris(4-nonylphenyl, branched) phosphite","4-nonylphenol, branched",-
115.0,tris(nonylphenyl) phosphite,Nonylphenol,26523-78-4
116.0,"Phenol, p-isononyl-, phosphite (3:1)",4-nonylphenol,31631-13-7
117.0,"Phenol, p-sec-nonyl-, phosphite",4-sec-nonylphenol,106599-06-8
118.0,4-tert-butylphenol,Phenol,98-54-4
119.0,2-methoxyethyl acetate,2-methoxyethanol,110-49-6
120.0,"2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)propionic acid, its salts and its acyl halides",Hexafluoropropylene oxide,-
121.0,"Persistence, mobility, potential for long-range transport, observed adverse effects (at least the following probable effects for human health: effects on the liver, the kidney, and the haematological and immune systems and effects on development; at least the following probable effects for the environment: population relevant effects on birds and mammals); as well as low adsorption potential and high water solubility rendering the substance fully bioavailable for uptake via (drinking) water. Together, these elements lead to a very high potential for irreversible effects.",Unknown,
122.0,"2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)propionyl fluoride",Hexafluoropropylene oxide,2062-98-8
123.0,"Persistence, mobility, potential for long-range transport, observed adverse effects (at least the following probable effects for human health: effects on the liver, the kidney, and the haematological and immune systems and effects on development; at least the following probable effects for the environment: population relevant effects on birds and mammals); as well as low adsorption potential and high water solubility rendering the substance fully bioavailable for uptake via (drinking) water. Together, these elements lead to a very high potential for irreversible effects.",Perfluorooctanoic acid,
124.0,"2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)propionic acid",hexafluoroproppropylene oxide,13252-13-6
125.0,"Persistence, mobility, potential for long-range transport, observed adverse effects (at least the following probable effects for human health: effects on the liver, the kidney, and the haematological and immune systems and effects on development; at least the following probable effects for the environment: population relevant effects on birds and mammals); as well as low adsorption potential and high water solubility rendering the substance fully bioavailable for uptake via (drinking) water. Together, these elements lead to a very high potential for irreversible effects.",Unknown,
126.0,"ammonium 2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)propanoate","2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)propanoic acid",62037-80-3
127.0,"Persistence, mobility, potential for long-range transport, observed adverse effects (at least the following probable effects for human health: effects on the liver, the kidney, and the haematological and immune systems and effects on development; at least the following probable effects for the environment: population relevant effects on birds and mammals); as well as low adsorption potential and high water solubility rendering the substance fully bioavailable for uptake via (drinking) water. Together, these elements lead to a very high potential for irreversible effects.",Perfluorooctanoic acid,
128.0,"potassium 2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)propionate","2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)propanoic acid",67118-55-2
129.0,"Persistence, mobility, potential for long-range transport, observed adverse effects (at least the following probable effects for human health: effects on the liver, the kidney, and the haematological and immune systems and effects on development; at least the following probable effects for the environment: population relevant effects on birds and mammals); as well as low adsorption potential and high water solubility rendering the substance fully bioavailable for uptake via (drinking) water. Together, these elements lead to a very high potential for irreversible effects.",Perfluorooctanesulfonic acid,
130.0,"Propanoic acid, 2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)-, (-)-",Unknown,75579-40-7
131.0,"Persistence, mobility, potential for long-range transport, observed adverse effects (at least the following probable effects for human health: effects on the liver, the kidney, and the haematological and immune systems and effects on development; at least the following probable effects for the environment: population relevant effects on birds and mammals); as well as low adsorption potential and high water solubility rendering the substance fully bioavailable for uptake via (drinking) water. Together, these elements lead to a very high potential for irreversible effects.",Unknown,
132.0,"Propanoic acid, 2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)-, (+)-",Unknown,75579-39-4
133.0,"Persistence, mobility, potential for long-range transport, observed adverse effects (at least the following probable effects for human health: effects on the liver, the kidney, and the haematological and immune systems and effects on development; at least the following probable effects for the environment: population relevant effects on birds and mammals); as well as low adsorption potential and high water solubility rendering the substance fully bioavailable for uptake via (drinking) water. Together, these elements lead to a very high potential for irreversible effects.",Unknown,
134.0,Pyrene,Chrysene,129-00-0
135.0,Phenanthrene,Biphenyl,85-01-8
136.0,Fluoranthene,Acenaphthylene,206-44-0
137.0,Benzo[k]fluoranthene,Fluoranthene,207-08-9
138.0,"2,2-bis(4'-hydroxyphenyl)-4-methylpentane","Phenol,4-methyl-2-pentanone",6807-17-6
139.0,"1,7,7-trimethyl-3-(phenylmethylene)bicyclo[2.2.1]heptan-2-one",Camphor,15087-24-8
140.0,"Terphenyl, hydrogenated",Terphenyl,61788-32-7
141.0,Octamethylcyclotetrasiloxane,Dimethyldichlorosilane,556-67-2
142.0,Lead,Galena,7439-92-1
143.0,Ethylenediamine,"1,2-Dichloroethane",107-15-3
144.0,Dodecamethylcyclohexasiloxane,Dimethyldichlorosilane,540-97-6
145.0,Disodium octaborate,Boric acid,12008-41-2
146.0,Dicyclohexyl phthalate,Phthalic anhydride,84-61-7
147.0,Decamethylcyclopentasiloxane,Dimethyldichlorosilane,541-02-6
148.0,Benzo[ghi]perylene,Pyrene,191-24-2
149.0,"Benzene-1,2,4-tricarboxylic acid 1,2 anhydride","1,2,4-trimethylbenzene",552-30-7
150.0,"Reaction products of 1,3,4-thiadiazolidine-2,5-dithione, formaldehyde and 4-heptylphenol, branched and linear (RP-HP)",4-heptylphenol,-
151.0,"Formaldehyde, reaction products with branched and linear heptylphenol, carbon disulfide and hydrazine",Heptylphenol,93925-00-9
152.0,"Reaction product of 1,3,4-thiadiazolidine-2,5-dithione, formaldehyde and phenol, heptyl derivs.",Heptylphenol,1471311-26-8
153.0,Chrysene,Anthracene,218-01-9
154.0,Cadmium nitrate,Cadmium oxide,10325-94-7
155.0,Cadmium hydroxide,Cadmium nitrate,21041-95-2
156.0,Cadmium carbonate,Cadmium sulfate,513-78-0
157.0,Benz[a]anthracene,1-Naphthaldehyde,56-55-3
158.0,"1,6,7,8,9,14,15,16,17,17,18,18-Dodecachloropentacyclo[12.2.1.16,9.02,13.05,10]octadeca-7,15-diene (“Dechlorane Plus”™)",Hexachlorocyclopentadiene,-
159.0,"(1S,2S,5R,6R,9S,10S,13R,14R)-1,6,7,8,9,14,15,16,17,17,18,18-Dodecachloropentacyclo[12.2.1.1⁶,⁹.0²,¹³.0⁵,¹⁰]octadeca-7,15-diene",Hexachlorocyclopentadiene,135821-03-3
160.0,"1,6,7,8,9,14,15,16,17,17,18,18-dodecachloropentacyclo[12.2.1.16,9.02,13.05,10]octadeca-7,15-diene",Hexachlorocyclopentadiene,13560-89-9
161.0,"(1S,2S,5S,6S,9R,10R,13R,14R)-1,6,7,8,9,14,15,16,17,17,18,18-Dodecachloropentacyclo[12.2.1.1⁶,⁹.0²,¹³.0⁵,¹⁰]octadeca-7,15-diene",Hexachlorocyclopentadiene,135821-74-8
162.0,"rel-(1R,4S,4aS,6aR,7R,10S,10aS,12aR)-1,2,3,4,7,8,9,10,13,13,14,14-dodecachloro-1,4,4a,5,6,6a,7,10,10a,11,12,12a-dodecahydro-1,4:7,10-dimethanodibenzo[a,e]cyclooctene",Hexachlorocyclopentadiene,-
163.0,"rel-(1R,4S,4aS,6aS,7S,10R,10aR,12aR)-1,2,3,4,7,8,9,10,13,13,14,14-dodecachloro-1,4,4a,5,6,6a,7,10,10a,11,12,12a-dodecahydro-1,4:7,10-dimethanodibenzo[a,e]cyclooctene",Hexachlorocyclopentadiene,-
164.0,Perfluorohexane-1-sulphonic acid and its salts,1-iodoperfluorohexane,-
165.0,potassium perfluorohexane-1-sulphonate,perfluorohexane-1-sulphonyl fluoride,3871-99-6
166.0,ammonium perfluorohexane-1-sulphonate,perfluorohexane-1-sulfonyl fluoride,68259-08-5
167.0,"tridecafluorohexanesulphonic acid, compound with 2,2'-iminodiethanol (1:1)",tridecafluorohexanesulphonic acid,70225-16-0
168.0,perfluorohexane-1-sulphonic acid,perfluorohexyl iodide,355-46-4
169.0,"Sulfonium, [4-[(2-methyl-1-oxo-2-propenyl)oxy]phenyl]diphenyl-, salt with 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonic acid (1:1), polymer with 2-ethyltricyclo[3.3.1.13,7]dec-2-yl 2-methyl-2-propenoate, 3-hydroxytricyclo[3.3.1.13,7]dec-1-yl 2-methyl-2-propenoate and tetrahydro-2-oxo-3-furanyl 2-methyl-2-propenoate",2-methyl-2-propenoic acid,911027-69-5
170.0,"1-Hexanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-, cesium salt (1:1)","1-Iodo-1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexane",92011-17-1
171.0,"Dibenzo[k,n][1,4,7,10,13]tetraoxathiacyclopentadecinium, 19-[4-(1,1-dimethylethyl)phenyl]-6,7,9,10,12,13-hexahydro-, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonate (1:1)",Dibenzo-15-crown-5-thioether,928049-42-7
172.0,"1-Hexanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-, lithium salt (1:1)",1-Iodoperfluorohexane,55120-77-9
173.0,"Quinolinium, 1-(carboxymethyl)-4-[2-[4-[4-(2,2-diphenylethenyl)phenyl]-1,2,3,3a,4,8b-hexahydrocyclopent[b]indol-7-yl]ethenyl]-, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonate (1:1)",4-methylquinoline,1462414-59-0
174.0,"Iodonium, diphenyl-, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonate (1:1)",Diphenyliodonium chloride,153443-35-7
175.0,"Methanaminium, N,N,N-trimethyl-, salt with 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonic acid (1:1)","1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonic acid",189274-31-5
176.0,"1-Hexanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-, compd.with 2-methyl-2-propanamine (1:1)","Perfluoro-1-hexanesulfonic acid, 2-methyl-2-propanamine",202189-84-2
177.0,"Iodonium, bis[4-(1,1-dimethylethyl)phenyl]-, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonate (1:1)",Bis(4-tert-butylphenyl)iodonium bromide,213740-81-9
178.0,"1-Hexanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-, gallium salt (9CI)",Perfluorohexanesulfonic acid,341035-71-0
179.0,"Sulfonium, bis(4-methylphenyl)phenyl-, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonate (1:1)",Diphenyl sulfoxide,341548-85-4
180.0,"1-Hexanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-, scandium(3+) salt (3:1)",1H-Perfluorohexane-1-sulfonic acid,350836-93-0
181.0,"1-Hexanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-, zinc salt","1H,1H,2H,2H-perfluoro-1-hexanesulphonyl chloride",70136-72-0
182.0,"1-Hexanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-, neodymium(3+) salt (3:1)",Perfluorohexanesulfonic acid,41184-65-0
183.0,"1-Hexanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-, yttrium(3+) salt (3:1)",Perfluorohexanesulfonic acid,41242-12-0
184.0,"Sulfonium, (thiodi-4,1-phenylene)bis[diphenyl-, salt with 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonic acid (1:2)",Diphenyl sulfide,421555-73-9
185.0,"Iodonium, bis[4-(1,1-dimethylpropyl)phenyl]-, salt with 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonic","1-iodo-4-(1,1-dimethylpropyl)benzene",421555-74-0
186.0,"Sulfonium, tris[4-(1,1-dimethylethyl)phenyl]-, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonate (1:1)",Tris(4-tert-butylphenyl)sulfonium bromide,425670-70-8
187.0,"Phosphonium, triphenyl(phenylmethyl)-, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonate (1:1)","Triphenylphosphine, Benzyl bromide, Tridecafluorohexanesulfonic acid",1000597-52-3
188.0,"N,N,N-tributylbutan-1-aminium tridecafluorohexane-1-sulfonate",Tridecafluorohexane-1-sulfonic acid,108427-54-9
189.0,"N,N,N-triethylethanaminium tridecafluorohexane-1-sulfonate","1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexane-1-sulfonic acid",108427-55-0
190.0,"1-Hexanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-, compd. With pyrrolidine (1:1)","Perfluorohexanesulfonic acid, pyrrolidine",1187817-57-7
191.0,"Ethanaminium, N-[4-[[4-(diethylamino)phenyl][4-(ethylamino)-1-naphthalenyl]methylene]-2,5-cyclohexadien-1-ylidene]-N-ethyl-, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonate (1:1)",Victoria Blue R,1310480-24-0
192.0,"Methanaminium, N-[4-[[4-(dimethylamino)phenyl][4-(ethylamino)-1-naphthalenyl]methylene]-2,5-cyclohexadien-1-ylidene]-N-methyl-, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonate (1:1)",Victoria Blue R,1310480-27-3
193.0,"Methanaminium, N-[4-[[4-(dimethylamino)phenyl][4-(phenylamino)-1-naphthalenyl]methylene]-2,5-cyclohexadien-1-ylidene]-N-methyl-, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonate (1:1)",Victoria Blue R,1310480-28-4
194.0,"Beta-Cyclodextrin, compd. with 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonic acid ion(1-)(1:1)",Beta-Cyclodextrin,1329995-45-0
195.0,"Gamma-Cyclodextrin, compd. with 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonic acid ion(1-)(1:1)","Gamma-cyclodextrin,Tridecafluorohexanesulfonic acid",1329995-69-8
196.0,"Sulfonium, triphenyl-, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonate (1:1)",Triphenylsulfonium chloride,144116-10-9
197.0,"Sulfonium, [4-[(2-methyl-1-oxo-2-propen-1-yl)oxy]phenyl]diphenyl-, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonate (1:1)",4-(diphenylsulfonio)phenyl methacrylate,911027-68-4
